id,uw,category,group,notes,tens
NYL025W,7.023e-05,Classical Guitar,Silverplated Copper Wound on Nylon,"['G3', 'F3', 'E3', 'D3', 'C3', 'B2', 'A2', 'G2']","[18.2, 14.4, 12.8, 10.2, 8.1, 7.2, 5.7, 4.5]"
NYL026W,9.438e-05,Classical Guitar,Silverplated Copper Wound on Nylon,"['G3', 'F3', 'E3', 'D3', 'C3', 'B2', 'A2', 'G2']","[None, None, 17.3, 13.7, 10.9, 9.7, 7.7, 6.1]"
NYL028W,0.00010511,Classical Guitar,Silverplated Copper Wound on Nylon,"['G3', 'F3', 'E3', 'D3', 'C3', 'B2', 'A2', 'G2']","[None, 21.6, 19.2, 15.2, 12.1, 10.8, 8.6, 6.8]"
NYL029W,0.00011667,Classical Guitar,Silverplated Copper Wound on Nylon,"['G3', 'F3', 'E3', 'D3', 'C3', 'B2', 'A2', 'G2']","[None, None, 21.3, 16.9, 13.4, 12.0, 9.5, 7.5]"
NYL030W,0.00012419,Classical Guitar,Silverplated Copper Wound on Nylon,"['G3', 'F3', 'E3', 'D3', 'C3', 'B2', 'A2', 'G2']","[None, None, 22.7, 18.0, 14.3, 12.8, 10.1, 8.0]"
NYL031W,0.00012821,Classical Guitar,Silverplated Copper Wound on Nylon,"['G3', 'F3', 'E3', 'D3', 'C3', 'B2', 'A2', 'G2']","[None, 26.3, 23.4, 18.6, 14.8, 13.2, 10.4, 8.3]"
NYL033W,0.00017913,Classical Guitar,Silverplated Copper Wound on Nylon,"['D3', 'C3', 'B2', 'A2', 'G2', 'F2', 'E2', 'D2']","[None, 20.6, 18.4, 14.6, 11.6, 9.2, 8.2, 6.5]"
NYL034W,0.0001927,Classical Guitar,Silverplated Copper Wound on Nylon,"['D3', 'C3', 'B2', 'A2', 'G2', 'F2', 'E2', 'D2']","[None, None, 19.8, 15.7, 12.5, 9.9, 8.8, 7.0]"
NYL035W,0.00020667,Classical Guitar,Silverplated Copper Wound on Nylon,"['D3', 'C3', 'B2', 'A2', 'G2', 'F2', 'E2', 'D2']","[None, None, None, 16.8, 13.4, 10.6, 9.4, 7.5]"
NYL036W,0.00022105,Classical Guitar,Silverplated Copper Wound on Nylon,"['D3', 'C3', 'B2', 'A2', 'G2', 'F2', 'E2', 'D2']","[None, None, None, 18.0, 14.3, 11.3, 10.1, 8.0]"
NYL040W,0.0002826,Classical Guitar,Silverplated Copper Wound on Nylon,"['A2', 'G2', 'F2', 'E2', 'D2', 'C2', 'B1', 'A1']","[None, 18.3, 14.5, 12.9, 10.2, 8.1, 7.2, 5.8]"
NYL041W,0.00028319,Classical Guitar,Silverplated Copper Wound on Nylon,"['A2', 'G2', 'F2', 'E2', 'D2', 'C2', 'B1', 'A1']","[23.1, 18.3, 14.5, 12.9, 10.3, 8.2, 7.3, 5.8]"
NYL042W,0.00030466,Classical Guitar,Silverplated Copper Wound on Nylon,"['A2', 'G2', 'F2', 'E2', 'D2', 'C2', 'B1', 'A1']","[24.8, 19.7, 15.6, 13.9, 11.0, 8.8, 7.8, 6.2]"
NYL043W,0.00033302,Classical Guitar,Silverplated Copper Wound on Nylon,"['A2', 'G2', 'F2', 'E2', 'D2', 'C2', 'B1', 'A1']","[None, None, 17.1, 15.2, 12.1, 9.6, 8.5, 6.8]"
NYL045W,0.0003647,Classical Guitar,Silverplated Copper Wound on Nylon,"['A2', 'G2', 'F2', 'E2', 'D2', 'C2', 'B1', 'A1']","[None, None, 18.7, 16.7, 13.2, 10.5, 9.3, 7.4]"
NYL048W,0.000414,Classical Guitar,Silverplated Copper Wound on Nylon,"['A2', 'G2', 'F2', 'E2', 'D2', 'C2', 'B1', 'A1']","[None, None, 21.2, 18.9, 15.0, 11.9, 10.6, 8.4]"
NYL050W,0.00045369,Classical Guitar,Silverplated Copper Wound on Nylon,"['A2', 'G2', 'F2', 'E2', 'D2', 'C2', 'B1', 'A1']","[None, None, 23.3, 20.7, 16.5, 13.1, 11.6, 9.2]"
NYL052W,0.000495,Classical Guitar,Silverplated Copper Wound on Nylon,"['A2', 'G2', 'F2', 'E2', 'D2', 'C2', 'B1', 'A1']","[None, None, 25.4, 22.6, 18.0, 14.3, 12.7, 10.1]"
NYL054W,0.00053793,Classical Guitar,Silverplated Copper Wound on Nylon,"['A2', 'G2', 'F2', 'E2', 'D2', 'C2', 'B1', 'A1']","[None, None, None, 24.6, 19.5, 15.5, 13.8, 11.0]"
NYL056W,0.00059624,Classical Guitar,Silverplated Copper Wound on Nylon,"['A2', 'G2', 'F2', 'E2', 'D2', 'C2', 'B1', 'A1']","[None, None, None, None, 21.6, 17.2, 15.3, 12.1]"
BEB028,2.161e-05,Folk Guitar,Black Nylon - Ball End,"['F4', 'E4', 'D4', 'C4', 'B3', 'A3', 'G3', 'F3']","[17.7, 15.8, 12.5, 10.0, 8.9, 7.0, 5.6, 4.4]"
BEB032,2.778e-05,Folk Guitar,Black Nylon - Ball End,"['F4', 'E4', 'D4', 'C4', 'B3', 'A3', 'G3', 'F3']","[22.8, 20.3, 16.1, 12.8, 11.4, 9.1, 7.2, 5.7]"
BEB040,4.873e-05,Folk Guitar,Black Nylon - Ball End,"['F4', 'E4', 'D4', 'C4', 'B3', 'A3', 'G3', 'F3']","[40.0, 35.6, 28.3, 22.4, 20.0, 15.9, 12.6, 10.0]"
BEC028,2.133e-05,Folk Guitar,Clear Nylon - Ball End,"['F4', 'E4', 'D4', 'C4', 'B3', 'A3', 'G3', 'F3']","[17.5, 15.6, 12.4, 9.8, 8.8, 7.0, 5.5, 4.4]"
BEC032,2.754e-05,Folk Guitar,Clear Nylon - Ball End,"['F4', 'E4', 'D4', 'C4', 'B3', 'A3', 'G3', 'F3']","[22.6, 20.1, 16.0, 12.7, 11.3, 9.0, 7.1, 5.7]"
BEC040,4.447e-05,Folk Guitar,Clear Nylon - Ball End,"['F4', 'E4', 'D4', 'C4', 'B3', 'A3', 'G3', 'F3']","[36.5, 32.5, 25.8, 20.5, 18.2, 14.5, 11.5, 9.1]"
BEB031W,0.0001165,Folk Guitar,80/20 Brass Wound on Nylon - Ball End,"['E3', 'D3', 'C3', 'B2', 'A2', 'G2', 'F2', 'E2']","[21.3, 16.9, 13.4, 12.0, 9.5, 7.5, 6.0, 5.3]"
BEB037W,0.00018785,Folk Guitar,80/20 Brass Wound on Nylon - Ball End,"['E3', 'D3', 'C3', 'B2', 'A2', 'G2', 'F2', 'E2']","[None, None, 21.6, 19.3, 15.3, 12.1, 9.6, 8.6]"
BEB045W,0.0003085,Folk Guitar,80/20 Brass Wound on Nylon - Ball End,"['E3', 'D3', 'C3', 'B2', 'A2', 'G2', 'F2', 'E2']","[None, None, None, None, 25.1, 19.9, 15.8, 14.1]"
BES031W,0.00012271,Folk Guitar,Silverplated Copper Wound on Nylon - Ball End,"['E3', 'D3', 'C3', 'B2', 'A2', 'G2', 'F2', 'E2']","[22.4, 17.8, 14.1, 12.6, 10.0, 7.9, 6.3, 5.6]"
BES037W,0.00020258,Folk Guitar,Silverplated Copper Wound on Nylon - Ball End,"['E3', 'D3', 'C3', 'B2', 'A2', 'G2', 'F2', 'E2']","[None, None, 23.3, 20.8, 16.5, 13.1, 10.4, 9.3]"
BES045W,0.00033257,Folk Guitar,Silverplated Copper Wound on Nylon - Ball End,"['E3', 'D3', 'C3', 'B2', 'A2', 'G2', 'F2', 'E2']","[None, None, None, None, None, 21.5, 17.1, 15.2]"
NWB024,9.959e-05,Electric Bass Guitar,XL - Nickelplated Round Wound Guitar/Bass,"['F3', 'E3', 'D3', 'C3', 'B2', 'A2', 'G2', 'F2']","[28.3, 25.2, 20.0, 15.9, 14.2, 11.2, 8.9, 7.1]"
NWB034,0.00019915,Electric Bass Guitar,XL - Nickelplated Round Wound Guitar/Bass,"['F3', 'E3', 'D3', 'C3', 'B2', 'A2', 'G2', 'F2']","[None, 50.4, 40.0, 31.7, 28.3, 22.5, 17.8, 14.1]"
NWB044,0.00033751,Electric Bass Guitar,XL - Nickelplated Round Wound Guitar/Bass,"['F3', 'E3', 'D3', 'C3', 'B2', 'A2', 'G2', 'F2']","[None, None, 67.8, 53.8, 48.0, 38.0, 30.2, 24.0]"
NWB056,0.00053791,Electric Bass Guitar,XL - Nickelplated Round Wound Guitar/Bass,"['E2', 'D2', 'C2', 'B1', 'A1', 'G1', 'F1', 'E1']","[34.0, 27.0, 21.4, 19.1, 15.2, 12.0, 9.6, 8.5]"
NWB072,0.00092253,Electric Bass Guitar,XL - Nickelplated Round Wound Guitar/Bass,"['E2', 'D2', 'C2', 'B1', 'A1', 'G1', 'F1', 'E1']","[58.4, 46.3, 36.8, 32.7, 26.0, 20.6, 16.4, 14.6]"
NWB084,0.00126465,Electric Bass Guitar,XL - Nickelplated Round Wound Guitar/Bass,"['E2', 'D2', 'C2', 'B1', 'A1', 'G1', 'F1', 'E1']","[80.0, 63.5, 50.4, 44.9, 35.6, 28.3, 22.5, 20.0]"
XLB018P,7.265e-05,Electric Bass Guitar,XL - Nickelplated Round Wound,"['B3', 'A3', 'G3', 'F3', 'E3', 'D3', 'C3', 'B2']","[53.0, 42.1, 33.4, 26.5, 23.6, 18.7, 14.9, 13.3]"
XLB020P,9.093e-05,Electric Bass Guitar,XL - Nickelplated Round Wound,"['B3', 'A3', 'G3', 'F3', 'E3', 'D3', 'C3', 'B2']","[66.3, 52.7, 41.8, 33.2, 29.6, 23.4, 18.6, 16.6]"
XLB028W,0.00015433,Electric Bass Guitar,XL - Nickelplated Round Wound,"['B3', 'A3', 'G3', 'F3', 'E3', 'D3', 'C3', 'B2']","[None, None, None, None, None, 39.8, 31.6, 28.2]"
XLB042,0.00032252,Electric Bass Guitar,XL - Nickelplated Round Wound,"['C3', 'B2', 'A2', 'G2', 'F2', 'E2', 'D2', 'C2']","[66.0, 58.9, 46.7, 37.1, 29.4, 26.2, 20.8, 16.5]"
XLB052,0.00051322,Electric Bass Guitar,XL - Nickelplated Round Wound,"['C3', 'B2', 'A2', 'G2', 'F2', 'E2', 'D2', 'C2']","[None, None, None, 59.0, 46.8, 41.7, 33.1, 26.3]"
XLB032,0.00019,Electric Bass Guitar,XL - Nickelplated Round Wound,"['D3', 'C3', 'B2', 'A2', 'G2', 'F2', 'E2', 'D2']","[49.0, 38.9, 34.7, 27.5, 21.8, 17.3, 15.4, 12.2]"
XLB035,0.00022362,Electric Bass Guitar,XL - Nickelplated Round Wound,"['D3', 'C3', 'B2', 'A2', 'G2', 'F2', 'E2', 'D2']","[57.7, 45.8, 40.8, 32.4, 25.7, 20.4, 18.2, 14.4]"
XLB040,0.00029322,Electric Bass Guitar,XL - Nickelplated Round Wound,"['D3', 'C3', 'B2', 'A2', 'G2', 'F2', 'E2', 'D2']","[None, None, 53.5, 42.5, 33.7, 26.7, 23.8, 18.9]"
XLB045,0.0003724,Electric Bass Guitar,XL - Nickelplated Round Wound,"['D3', 'C3', 'B2', 'A2', 'G2', 'F2', 'E2', 'D2']","[None, None, 68.0, 53.9, 42.8, 34.0, 30.3, 24.0]"
XLB050,0.00046463,Electric Bass Guitar,XL - Nickelplated Round Wound,"['D3', 'C3', 'B2', 'A2', 'G2', 'F2', 'E2', 'D2']","[None, None, 84.8, 67.3, 53.4, 42.4, 37.8, 30.0]"
XLB055,0.00054816,Electric Bass Guitar,XL - Nickelplated Round Wound,"['F2', 'E2', 'D2', 'C2', 'B1', 'A1', 'G1', 'F1']","[50.0, 44.5, 35.3, 28.1, 25.0, 19.8, 15.7, 12.5]"
XLB060,0.0006654,Electric Bass Guitar,XL - Nickelplated Round Wound,"['F2', 'E2', 'D2', 'C2', 'B1', 'A1', 'G1', 'F1']","[60.7, 54.1, 42.9, 34.1, 30.3, 24.1, 19.1, 15.2]"
XLB065,0.00079569,Electric Bass Guitar,XL - Nickelplated Round Wound,"['F2', 'E2', 'D2', 'C2', 'B1', 'A1', 'G1', 'F1']","[72.6, 64.7, 51.3, 40.7, 36.2, 28.8, 22.9, 18.2]"
XLB070,0.00093218,Electric Bass Guitar,XL - Nickelplated Round Wound,"['F2', 'E2', 'D2', 'C2', 'B1', 'A1', 'G1', 'F1']","[85.0, 75.7, 60.1, 47.7, 42.5, 33.7, 26.8, 21.3]"
XLB075,0.00104973,Electric Bass Guitar,XL - Nickelplated Round Wound,"['F2', 'E2', 'D2', 'C2', 'B1', 'A1', 'G1', 'F1']","[95.7, 85.3, 67.7, 53.7, 47.8, 38.0, 30.2, 24.0]"
XLB080,0.00116023,Electric Bass Guitar,XL - Nickelplated Round Wound,"['F2', 'E2', 'D2', 'C2', 'B1', 'A1', 'G1', 'F1']","[105.8, 94.3, 74.8, 59.4, 52.9, 42.0, 33.3, 26.5]"
XLB085,0.00133702,Electric Bass Guitar,XL - Nickelplated Round Wound,"['F2', 'E2', 'D2', 'C2', 'B1', 'A1', 'G1', 'F1']","[121.9, 108.6, 86.2, 68.4, 60.9, 48.4, 38.4, 30.6]"
XLB090,0.00150277,Electric Bass Guitar,XL - Nickelplated Round Wound,"['A1', 'G1', 'F1', 'E1', 'D1', 'C1', 'B0', 'A0']","[54.4, 43.2, 34.3, 30.5, 24.2, 19.2, 17.2, 13.6]"
XLB095,0.00169349,Electric Bass Guitar,XL - Nickelplated Round Wound,"['A1', 'G1', 'F1', 'E1', 'D1', 'C1', 'B0', 'A0']","[61.3, 48.7, 38.7, 34.4, 27.3, 21.7, 19.4, 15.3]"
XLB100,0.00179687,Electric Bass Guitar,XL - Nickelplated Round Wound,"['A1', 'G1', 'F1', 'E1', 'D1', 'C1', 'B0', 'A0']","[65.0, 51.6, 41.1, 36.5, 29.0, 23.0, 20.5, 16.3]"
XLB105,0.00198395,Electric Bass Guitar,XL - Nickelplated Round Wound,"['A1', 'G1', 'F1', 'E1', 'D1', 'C1', 'B0', 'A0']","[71.8, 57.0, 45.3, 40.3, 32.0, 25.4, 22.7, 18.0]"
XLB110,0.0022744,Electric Bass Guitar,XL - Nickelplated Round Wound,"['A1', 'G1', 'F1', 'E1', 'D1', 'C1', 'B0', 'A0']","[82.3, 65.3, 52.0, 46.2, 36.7, 29.1, 26.0, 20.6]"
XLB120,0.0025028,Electric Bass Guitar,XL - Nickelplated Round Wound,"['A1', 'G1', 'F1', 'E1', 'D1', 'C1', 'B0', 'A0']","[90.6, 71.9, 57.2, 50.8, 40.3, 32.0, 28.6, 22.7]"
XLB125,0.0027481,Electric Bass Guitar,XL - Nickelplated Round Wound,"['A1', 'G1', 'F1', 'E1', 'D1', 'C1', 'B0', 'A0']","[99.5, 79.0, 62.8, 55.8, 44.3, 35.2, 31.4, 24.9]"
XLB130,0.00301941,Electric Bass Guitar,XL - Nickelplated Round Wound,"['A1', 'G1', 'F1', 'E1', 'D1', 'C1', 'B0', 'A0']","[109.3, 86.8, 69.0, 61.3, 48.7, 38.6, 34.5, 27.3]"
XLB135,0.00315944,Electric Bass Guitar,XL - Nickelplated Round Wound,"['A1', 'G1', 'F1', 'E1', 'D1', 'C1', 'B0', 'A0']","[114.4, 90.8, 72.2, 64.2, 50.9, 40.4, 36.1, 28.6]"
XLB145,0.00363204,Electric Bass Guitar,XL - Nickelplated Round Wound,"['A1', 'G1', 'F1', 'E1', 'D1', 'C1', 'B0', 'A0']","[131.5, 104.4, 83.0, 73.8, 58.5, 46.5, 41.5, 32.9]"
XLB120T,0.0025028,Electric Bass Guitar,XL - Nickelplated Round Wound,"['A1', 'G1', 'F1', 'E1', 'D1', 'C1', 'B0', 'A0']","[90.6, 71.9, 57.2, 50.8, 40.3, 32.0, 28.6, 22.7]"
XLB125T,0.0027481,Electric Bass Guitar,XL - Nickelplated Round Wound,"['A1', 'G1', 'F1', 'E1', 'D1', 'C1', 'B0', 'A0']","[99.5, 79.0, 62.8, 55.8, 44.3, 35.2, 31.4, 24.9]"
XLB130T,0.00301941,Electric Bass Guitar,XL - Nickelplated Round Wound,"['A1', 'G1', 'F1', 'E1', 'D1', 'C1', 'B0', 'A0']","[109.3, 86.8, 69.0, 61.3, 48.7, 38.6, 34.5, 27.3]"
XLB135T,0.00315944,Electric Bass Guitar,XL - Nickelplated Round Wound,"['A1', 'G1', 'F1', 'E1', 'D1', 'C1', 'B0', 'A0']","[114.4, 90.8, 72.2, 64.2, 50.9, 40.4, 36.1, 28.6]"
XLB145T,0.00363204,Electric Bass Guitar,XL - Nickelplated Round Wound,"['A1', 'G1', 'F1', 'E1', 'D1', 'C1', 'B0', 'A0']","[131.5, 104.4, 83.0, 73.8, 58.5, 46.5, 41.5, 32.9]"
XB045S,0.0003724,Electric Bass Guitar,XL - Nickelplated Round Wound,"['B2', 'A2', 'G2', 'F2', 'E2', 'D2', 'C2', 'B1']","[52.9, 42.0, 33.3, 26.4, 23.6, 18.7, 14.8, 13.2]"
XB050S,0.00049956,Electric Bass Guitar,XL - Nickelplated Round Wound,"['B2', 'A2', 'G2', 'F2', 'E2', 'D2', 'C2', 'B1']","[71.0, 56.3, 44.7, 35.5, 31.6, 25.1, 19.9, 17.7]"
XB065S,0.00079569,Electric Bass Guitar,XL - Nickelplated Round Wound,"['B2', 'A2', 'G2', 'F2', 'E2', 'D2', 'C2', 'B1']","[None, 89.7, 71.2, 56.5, 50.3, 39.9, 31.7, 28.2]"
XB070S,0.00106585,Electric Bass Guitar,XL - Nickelplated Round Wound,"['B2', 'A2', 'G2', 'F2', 'E2', 'D2', 'C2', 'B1']","[None, None, 95.4, 75.7, 67.4, 53.5, 42.5, 37.8]"
XB080S,0.00116023,Electric Bass Guitar,XL - Nic,"['C2', 'B1', 'A1', 'G1', 'F1', 'E1', 'D1', 'C1']","[46.2, 41.2, 32.7, 26.0, 20.6, 18.3, 14.6, 11.6]"
XB085S,0.00145122,Electric Bass Guitar,XL - Nic,"['C2', 'B1', 'A1', 'G1', 'F1', 'E1', 'D1', 'C1']","[57.8, 51.5, 40.9, 32.5, 25.8, 23.0, 18.2, 14.5]"
XB100S,0.00179687,Electric Bass Guitar,XL - Nic,"['C2', 'B1', 'A1', 'G1', 'F1', 'E1', 'D1', 'C1']","[71.6, 63.7, 50.6, 40.2, 32.0, 28.4, 22.5, 17.9]"
XB105S,0.0021499,Electric Bass Guitar,XL - Nic,"['C2', 'B1', 'A1', 'G1', 'F1', 'E1', 'D1', 'C1']","[85.7, 76.3, 60.6, 48.1, 38.3, 34.0, 27.0, 21.4]"
XB040M,0.00029322,Electric Bass Guitar,XL - Nic,"['B2', 'A2', 'G2', 'F2', 'E2', 'D2', 'C2', 'B1']","[47.4, 37.6, 29.9, 23.7, 21.1, 16.7, 13.3, 11.8]"
XB045M,0.0003724,Electric Bass Guitar,XL - Nic,"['B2', 'A2', 'G2', 'F2', 'E2', 'D2', 'C2', 'B1']","[60.2, 47.8, 37.9, 30.1, 26.8, 21.3, 16.9, 15.0]"
XB050M,0.00046463,Electric Bass Guitar,XL - Nic,"['B2', 'A2', 'G2', 'F2', 'E2', 'D2', 'C2', 'B1']","[75.1, 59.6, 47.3, 37.5, 33.4, 26.5, 21.1, 18.8]"
XB060M,0.00066713,Electric Bass Guitar,XL - Nic,"['B2', 'A2', 'G2', 'F2', 'E2', 'D2', 'C2', 'B1']","[None, 85.6, 67.9, 53.9, 48.0, 38.1, 30.2, 26.9]"
XB065M,0.00079569,Electric Bass Guitar,XL - Nic,"['B2', 'A2', 'G2', 'F2', 'E2', 'D2', 'C2', 'B1']","[None, None, 81.0, 64.3, 57.3, 45.4, 36.1, 32.1]"
XB070M,0.00093218,Electric Bass Guitar,XL - Nic,"['B2', 'A2', 'G2', 'F2', 'E2', 'D2', 'C2', 'B1']","[None, None, 94.9, 75.3, 67.1, 53.2, 42.3, 37.6]"
XB075M,0.00105407,Electric Bass Guitar,XL - Nic,"['C2', 'B1', 'A1', 'G1', 'F1', 'E1', 'D1', 'C1']","[47.8, 42.5, 33.8, 26.8, 21.3, 19.0, 15.0, 11.9]"
XB080M,0.00116023,Electric Bass Guitar,XL - Nic,"['C2', 'B1', 'A1', 'G1', 'F1', 'E1', 'D1', 'C1']","[52.6, 46.8, 37.2, 29.5, 23.5, 20.9, 16.6, 13.2]"
XB085M,0.00127548,Electric Bass Guitar,XL - Nic,"['C2', 'B1', 'A1', 'G1', 'F1', 'E1', 'D1', 'C1']","[57.8, 51.5, 40.9, 32.5, 25.8, 23.0, 18.2, 14.5]"
XB095M,0.00167838,Electric Bass Guitar,XL - Nic,"['C2', 'B1', 'A1', 'G1', 'F1', 'E1', 'D1', 'C1']","[76.1, 67.7, 53.8, 42.7, 34.0, 30.2, 24.0, 19.0]"
XB100M,0.00179687,Electric Bass Guitar,XL - Nic,"['C2', 'B1', 'A1', 'G1', 'F1', 'E1', 'D1', 'C1']","[81.5, 72.5, 57.6, 45.7, 36.4, 32.3, 25.7, 20.4]"
XB105M,0.00198395,Electric Bass Guitar,XL - Nic,"['C2', 'B1', 'A1', 'G1', 'F1', 'E1', 'D1', 'C1']","[90.0, 80.1, 63.6, 50.5, 40.2, 35.7, 28.3, 22.5]"
XB040SL,0.00029322,Electric Bass Guitar,XL - Nic,"['B2', 'A2', 'G2', 'F2', 'E2', 'D2', 'C2', 'B1']","[None, 47.6, 37.8, 30.0, 26.7, 21.2, 16.8, 15.0]"
XB045SL,0.0003724,Electric Bass Guitar,XL - Nic,"['B2', 'A2', 'G2', 'F2', 'E2', 'D2', 'C2', 'B1']","[None, 60.5, 48.0, 38.1, 33.9, 26.9, 21.4, 19.0]"
XB050SL,0.00046463,Electric Bass Guitar,XL - Nic,"['B2', 'A2', 'G2', 'F2', 'E2', 'D2', 'C2', 'B1']","[None, 75.4, 59.9, 47.5, 42.3, 33.6, 26.7, 23.7]"
XB060SL,0.0006654,Electric Bass Guitar,XL - Nic,"['B2', 'A2', 'G2', 'F2', 'E2', 'D2', 'C2', 'B1']","[None, None, 85.7, 68.0, 60.6, 48.1, 38.2, 34.0]"
XB065SL,0.00079569,Electric Bass Guitar,XL - Nic,"['B2', 'A2', 'G2', 'F2', 'E2', 'D2', 'C2', 'B1']","[None, None, None, 81.4, 72.5, 57.5, 45.7, 40.6]"
XB070SL,0.00093218,Electric Bass Guitar,XL - Nic,"['B2', 'A2', 'G2', 'F2', 'E2', 'D2', 'C2', 'B1']","[None, None, None, 95.3, 84.9, 67.4, 53.5, 47.6]"
XB075SL,0.00104973,Electric Bass Guitar,XL - Nic,"['C2', 'B1', 'A1', 'G1', 'F1', 'E1', 'D1', 'C1']","[60.2, 53.6, 42.6, 33.8, 26.9, 23.9, 19.0, 15.1]"
XB080SL,0.00116023,Electric Bass Guitar,XL - Nic,"['C2', 'B1', 'A1', 'G1', 'F1', 'E1', 'D1', 'C1']","[66.6, 59.3, 47.1, 37.4, 29.7, 26.4, 21.0, 16.6]"
XB085SL,0.00133702,Electric Bass Guitar,XL - Nic,"['C2', 'B1', 'A1', 'G1', 'F1', 'E1', 'D1', 'C1']","[76.7, 68.3, 54.3, 43.1, 34.3, 30.4, 24.2, 19.2]"
XB090SL,0.00150177,Electric Bass Guitar,XL - Nic,"['C2', 'B1', 'A1', 'G1', 'F1', 'E1', 'D1', 'C1']","[86.2, 76.7, 60.9, 48.4, 38.5, 34.2, 27.1, 21.5]"
XB095SL,0.00169349,Electric Bass Guitar,XL - Nic,"['C2', 'B1', 'A1', 'G1', 'F1', 'E1', 'D1', 'C1']","[97.2, 86.5, 68.7, 54.6, 43.4, 38.6, 30.6, 24.3]"
XB100SL,0.00179687,Electric Bass Guitar,XL - Nic,"['C2', 'B1', 'A1', 'G1', 'F1', 'E1', 'D1', 'C1']","[103.1, 91.8, 72.9, 57.9, 46.0, 40.9, 32.5, 25.8]"
XB105SL,0.00198395,Electric Bass Guitar,XL - Nic,"['C2', 'B1', 'A1', 'G1', 'F1', 'E1', 'D1', 'C1']","[113.8, 101.3, 80.5, 63.9, 50.8, 45.2, 35.9, 28.5]"
XB110SL,0.00227461,Electric Bass Guitar,XL - Nic,"['C2', 'B1', 'A1', 'G1', 'F1', 'E1', 'D1', 'C1']","[130.5, 116.2, 92.3, 73.3, 58.3, 51.8, 41.1, 32.6]"
XB125SL,0.0027481,Electric Bass Guitar,XL - Nic,"['A1', 'G1', 'F1', 'E1', 'D1', 'C1', 'B0', 'A0']","[111.5, 88.5, 70.4, 62.6, 49.7, 39.4, 35.2, 27.9]"
XB130SL,0.00301941,Electric Bass Guitar,XL - Nic,"['A1', 'G1', 'F1', 'E1', 'D1', 'C1', 'B0', 'A0']","[122.5, 97.3, 77.4, 68.8, 54.6, 43.3, 38.7, 30.6]"
XB145SL,0.00363204,Electric Bass Guitar,XL - Nic,"['A1', 'G1', 'F1', 'E1', 'D1', 'C1', 'B0', 'A0']","[147.4, 117.0, 93.1, 82.7, 65.6, 52.1, 46.5, 36.9]"
XB125TSL,0.0027481,Electric Bass Guitar,XL - Nic,"['A1', 'G1', 'F1', 'E1', 'D1', 'C1', 'B0', 'A0']","[111.5, 88.5, 70.4, 62.6, 49.7, 39.4, 35.2, 27.9]"
XB130TSL,0.00301941,Electric Bass Guitar,XL - Nic,"['A1', 'G1', 'F1', 'E1', 'D1', 'C1', 'B0', 'A0']","[122.5, 97.3, 77.4, 68.8, 54.6, 43.3, 38.7, 30.6]"
XB145TSL,0.00363204,Electric Bass Guitar,XL - Nic,"['A1', 'G1', 'F1', 'E1', 'D1', 'C1', 'B0', 'A0']","[147.4, 117.0, 93.1, 82.7, 65.6, 52.1, 46.5, 36.9]"
SXL045,0.0003724,Electric Bass Guitar,XL - Nickelplated Round Wound Steinberger,"['B2', 'A2', 'G2', 'F2', 'E2', 'D2', 'C2', 'B1']","[68.0, 53.9, 42.8, 34.0, 30.3, 24.0, 19.1, 17.0]"
SXL050,0.00046463,Electric Bass Guitar,XL - Nickelplated Round Wound Steinberger,"['B2', 'A2', 'G2', 'F2', 'E2', 'D2', 'C2', 'B1']","[84.8, 67.3, 53.4, 42.4, 37.8, 30.0, 23.8, 21.2]"
SXL065,0.00079569,Electric Bass Guitar,XL - Nickelplated Round Wound Steinberger,"['B2', 'A2', 'G2', 'F2', 'E2', 'D2', 'C2', 'B1']","[None, None, None, 72.6, 64.7, 51.3, 40.7, 36.2]"
SXL070,0.00093218,Electric Bass Guitar,XL - Nickelplated Round Wound Steinberger,"['B2', 'A2', 'G2', 'F2', 'E2', 'D2', 'C2', 'B1']","[None, None, None, 85.0, 75.7, 60.1, 47.7, 42.5]"
SXL080,0.00116023,Electric Bass Guitar,XL - Nickelplated Round Wound Steinberger,"['C2', 'B1', 'A1', 'G1', 'F1', 'E1', 'D1', 'C1']","[59.4, 52.9, 42.0, 33.3, 26.5, 23.6, 18.7, 14.8]"
SXL085,0.00133702,Electric Bass Guitar,XL - Nickelplated Round Wound Steinberger,"['C2', 'B1', 'A1', 'G1', 'F1', 'E1', 'D1', 'C1']","[68.4, 60.9, 48.4, 38.4, 30.6, 27.2, 21.6, 17.1]"
SXL100,0.00179687,Electric Bass Guitar,XL - Nickelplated Round Wound Steinberger,"['C2', 'B1', 'A1', 'G1', 'F1', 'E1', 'D1', 'C1']","[92.0, 81.9, 65.0, 51.6, 41.1, 36.5, 29.0, 23.0]"
SXL105,0.00198395,Electric Bass Guitar,XL - Nickelplated Round Wound Steinberger,"['C2', 'B1', 'A1', 'G1', 'F1', 'E1', 'D1', 'C1']","[101.5, 90.4, 71.8, 57.0, 45.3, 40.3, 32.0, 25.4]"
SXL130,0.00301941,Electric Bass Guitar,XL - Nic,"['A1', 'G1', 'F1', 'E1', 'D1', 'C1', 'B0', 'A0']","[109.3, 86.8, 69.0, 61.3, 48.7, 38.6, 34.5, 27.3]"
